,MAX,MIN,Average
0,98.09,10.930000000000001,70.85406666666664
1,95.29,10.820000000000002,60.639208333333286
2,96.17999999999999,10.18,58.0959749999999
3,97.48,8.440000000000001,53.70043333333327
4,97.44,8.379999999999999,51.743750000000006
5,97.59,8.379999999999999,48.40004999999997
6,97.47,8.1,48.63221666666666
7,96.85,8.1,42.510225000000005
8,97.67999999999999,8.1,41.77555833333329
9,97.09,7.929999999999998,42.665324999999974
10,95.66,7.889999999999999,42.3380583333333
11,97.09,7.889999999999999,37.67600000000001
12,97.92999999999999,7.889999999999999,45.61239166666668
13,97.09,7.889999999999999,46.787483333333455
14,97.09,7.85,49.9869666666667
15,97.09,7.85,49.6325666666667
16,96.19,7.85,46.59189166666672
17,97.09,7.85,47.55522500000004
18,97.09,7.85,50.66000833333341
19,95.93,7.85,48.66297500000006
20,94.17999999999999,7.85,48.3641750000001
21,95.78,7.85,48.00439166666674
22,95.39999999999999,7.85,45.28874166666673
23,95.42999999999999,7.85,47.103558333333424
24,93.2,7.85,44.61128333333347
25,97.21000000000001,7.85,43.412650000000085
26,90.55,7.85,45.5854833333334
27,95.78,7.85,42.20774999999999
28,94.02000000000001,6.989999999999999,41.46546666666668
29,95.39,6.989999999999999,40.04464999999996
30,97.09,6.789999999999999,35.837116666666596
31,95.78,6.789999999999999,38.16390000000002
32,95.78,6.789999999999999,37.069149999999986
33,94.44,6.789999999999999,39.510558333333364
34,95.65,6.789999999999999,42.10115000000005
35,92.8,6.789999999999999,39.53954166666675
36,88.11000000000001,6.789999999999999,34.973050000000086
37,91.61,6.789999999999999,38.30346666666674
38,91.01,6.789999999999999,39.742541666666774
39,93.2,6.789999999999999,39.65675000000012
40,91.72,6.789999999999999,41.829433333333476
41,93.97999999999999,6.789999999999999,43.12455833333336
42,93.4,6.789999999999999,42.03650000000008
43,89.73,6.789999999999999,40.967250000000085
44,92.2,6.789999999999999,40.756383333333524
45,94.3,6.789999999999999,42.781733333333385
46,91.24,6.789999999999999,41.48131666666677
47,89.92999999999999,6.789999999999999,39.68643333333342
48,80.39,6.789999999999999,31.7325333333334
49,82.63000000000001,6.789999999999999,30.952725000000125
50,84.73,6.789999999999999,31.881200000000067
51,89.14000000000001,6.789999999999999,30.381350000000058
52,84.73,6.789999999999999,32.25657500000009
53,87.98,6.789999999999999,32.15302500000007
54,87.03,6.789999999999999,29.557841666666754
55,91.18,6.789999999999999,29.8078583333334
56,92.8,6.789999999999999,27.561083333333396
57,92.8,6.789999999999999,28.54938333333337
58,94.78999999999999,6.789999999999999,28.135175000000096
59,88.80000000000001,6.789999999999999,28.177975000000103
60,91.28999999999999,6.789999999999999,28.809541666666743
61,84.73,6.789999999999999,30.135108333333374
62,93.56,6.789999999999999,29.30300000000001
63,91.72,6.789999999999999,30.44809166666672
64,85.97,6.789999999999999,32.20820833333335
65,92.8,6.789999999999999,31.014850000000056
66,88.75,6.789999999999999,32.05854999999999
67,94.5,6.789999999999999,32.35074166666677
68,86.81,6.789999999999999,34.23769166666671
69,92.2,6.789999999999999,35.829141666666764
70,94.5,6.789999999999999,37.05687500000002
71,93.97999999999999,6.789999999999999,36.367191666666656
72,89.9,6.789999999999999,35.15082500000003
73,93.59,6.789999999999999,35.98323333333335
74,94.5,6.789999999999999,35.41773333333334
75,90.99,6.789999999999999,35.813375000000015
76,93.62,6.789999999999999,36.05307499999997
77,93.2,6.789999999999999,35.99685000000003
78,87.49,6.789999999999999,36.49323333333335
79,84.92,6.789999999999999,34.62095000000008
80,94.5,6.789999999999999,35.866466666666675
81,92.59,6.789999999999999,34.57783333333337
82,93.62,6.789999999999999,35.30698333333337
83,86.81,6.789999999999999,33.73924999999999
84,94.5,6.789999999999999,34.79274999999996
85,94.5,6.789999999999999,35.991425000000014
86,96.66,6.789999999999999,34.69217500000001
87,94.5,6.789999999999999,33.81148333333333
88,84.38000000000001,6.789999999999999,33.49849166666666
89,89.5,6.789999999999999,32.63935833333339
90,89.08000000000001,6.789999999999999,34.478391666666646
91,85.43,6.789999999999999,33.818666666666665
92,88.96000000000001,6.789999999999999,34.222966666666615
93,85.80000000000001,6.789999999999999,34.14441666666665
94,93.9,6.789999999999999,33.96814166666663
95,84.47999999999999,6.789999999999999,33.18418333333339
96,94.5,6.789999999999999,33.11440000000006
97,93.02000000000001,6.789999999999999,34.050275000000035
98,91.79999999999998,6.789999999999999,34.87778333333337
99,92.72,6.789999999999999,35.43372499999998
100,90.71000000000001,6.789999999999999,35.38111666666666
101,97.97999999999999,6.789999999999999,34.81364166666665
102,90.61,6.789999999999999,34.212166666666704
103,88.69,6.789999999999999,33.96004166666665
104,93.97999999999999,6.789999999999999,34.70621666666666
105,86.97,6.789999999999999,33.9484666666667
106,86.74,6.789999999999999,33.70872500000004
107,92.28,6.789999999999999,33.55415000000001
108,90.61,6.789999999999999,33.669550000000086
109,93.19000000000001,6.789999999999999,33.13022500000005
110,95.94,6.789999999999999,32.72112500000001
111,85.92999999999999,6.789999999999999,32.93500833333331
112,89.03,6.789999999999999,33.58035833333337
113,93.02000000000001,6.789999999999999,34.568550000000045
114,84.92,6.789999999999999,35.63372500000008
115,94.33000000000001,6.789999999999999,35.07177500000006
116,91.92,6.789999999999999,35.90171666666674
117,88.99,6.789999999999999,35.783941666666706
118,86.81,6.789999999999999,36.48850000000007
119,88.18,6.789999999999999,36.45033333333337
120,94.5,6.789999999999999,36.06670833333338
121,89.44000000000001,6.789999999999999,36.60116666666668
122,88.60999999999999,6.789999999999999,37.59264166666672
123,90.99,6.789999999999999,36.821283333333376
124,86.81,6.789999999999999,34.66843333333338
125,86.05999999999999,6.789999999999999,35.6607333333334
126,94.5,6.789999999999999,35.76149166666671
127,88.22999999999999,6.789999999999999,37.14240000000001
128,94.5,6.789999999999999,35.45400000000002
129,85.43,6.789999999999999,36.03326666666662
130,88.02,6.789999999999999,35.74326666666666
131,94.12,6.789999999999999,36.18178333333338
132,95.67999999999999,6.789999999999999,34.883766666666695
133,89.08,6.789999999999999,34.710350000000076
134,89.99000000000001,6.789999999999999,35.30371666666671
135,86.78,6.789999999999999,34.72565833333337
136,84.92,6.789999999999999,34.577200000000104
137,93.62,6.789999999999999,34.486299999999964
138,89.08,6.789999999999999,33.670608333333334
139,94.5,6.789999999999999,33.42180833333334
140,90.99,6.789999999999999,32.02031666666665
141,90.26,6.789999999999999,33.0198583333334
142,91.60999999999999,6.789999999999999,33.51415000000004
143,90.99,6.789999999999999,32.59947500000008
144,93.33000000000001,6.789999999999999,33.10051666666673
145,85.0,6.789999999999999,34.14025833333332
146,82.63000000000001,6.789999999999999,33.562950000000015
147,94.5,6.789999999999999,33.07613333333339
148,92.51,6.789999999999999,31.780108333333356
149,92.2,6.789999999999999,31.574975000000002
150,91.21000000000001,6.789999999999999,32.242483333333425
151,91.21000000000001,6.789999999999999,32.42727500000007
152,88.72000000000001,6.789999999999999,32.828116666666645
153,95.2,6.789999999999999,32.553325
154,81.76,6.789999999999999,31.550191666666656
155,94.5,6.789999999999999,31.74934999999999
156,85.0,6.789999999999999,32.64063333333337
157,85.43,6.789999999999999,32.60421666666668
158,90.35,6.789999999999999,33.06483333333334
159,92.2,6.789999999999999,31.986841666666653
160,92.89999999999999,6.789999999999999,34.94846666666674
161,92.25000000000001,6.789999999999999,35.07669166666669
162,91.03999999999999,6.75,35.74311666666674
163,90.35,6.75,33.98633333333336
164,97.11,6.75,33.96692500000007
165,94.54,6.75,33.69316666666675
166,92.2,6.75,34.55836666666672
167,90.53,6.75,34.407050000000034
168,93.05999999999999,6.75,36.098950000000045
169,83.51,6.75,35.5230416666667
170,86.72,6.75,35.71193333333341
171,85.08999999999999,6.75,35.55306666666673
172,92.52,6.75,36.352333333333334
173,83.72999999999999,6.75,33.52951666666673
174,93.18,6.75,32.5469000000001
175,85.24000000000001,6.75,32.975075000000125
176,86.24,6.75,32.41021666666672
177,92.28999999999999,6.75,31.16623333333341
178,91.3,6.75,31.28023333333338
179,89.33,6.75,32.078108333333425
180,86.9,6.75,32.72564166666678
181,85.99,6.75,32.18785000000006
182,92.66,6.75,33.934791666666754
183,84.47999999999999,6.75,33.37145000000008
184,90.72,6.75,34.05950000000008
185,82.4,6.08,34.05803333333338
186,91.14,6.08,34.48726666666674
187,92.71000000000001,6.08,33.784466666666695
188,94.6,6.08,34.235966666666734
189,95.34,6.08,33.239283333333354
190,87.12,6.08,33.706116666666716
191,85.24000000000001,6.08,33.365266666666756
192,82.09,6.08,32.36011666666672
193,82.09,6.08,32.66482500000009
194,90.99,6.08,33.92133333333335
195,84.92,6.08,32.82209166666673
196,92.8,6.08,32.95192500000007
197,96.19,6.08,33.43121666666675
198,86.62,6.08,31.973391666666732
199,85.02,6.08,32.50391666666668
200,90.59,6.08,32.09050833333334
201,85.0,6.08,31.51804166666671
202,94.66,6.08,31.66488333333339
203,95.31,6.08,30.791425000000018
204,92.01,6.08,31.543233333333372
205,88.02,6.08,31.030900000000074
206,87.78,6.08,32.57730833333335
207,92.06000000000002,6.08,31.22258333333334
208,95.2,6.08,31.230608333333397
209,88.91,6.08,30.64280000000007
210,82.66,6.08,30.089991666666688
211,86.97,6.08,30.93226666666671
212,93.15,6.08,30.140866666666675
213,85.77,6.08,29.264525000000013
214,81.69000000000001,6.08,30.097541666666665
215,88.99999999999999,6.08,30.781025000000064
216,90.15,6.08,31.753483333333357
217,87.89,6.08,31.58735833333334
218,86.6,6.08,30.786441666666693
219,85.28,6.08,30.127966666666666
220,88.50999999999999,6.08,31.65694166666666
221,93.87,6.08,32.06486666666673
222,89.8,6.08,32.0589083333334
223,85.0,6.08,32.612175000000036
224,89.47,6.08,32.53425833333338
225,91.21000000000001,6.08,31.12163333333333
226,95.89,6.08,30.75706666666663
227,84.99,6.08,31.468033333333327
228,92.06000000000002,6.08,28.677708333333328
229,88.71000000000001,6.08,29.6897
230,85.11,6.08,31.579891666666658
231,90.66000000000001,6.08,31.010866666666672
232,90.75999999999999,6.08,29.228791666666655
233,93.00000000000001,6.08,30.126124999999963
234,85.0,6.08,29.6503
235,92.97,6.08,30.052324999999964
236,92.8,6.08,30.03528333333335
237,93.9,6.08,29.152508333333305
238,90.8,6.08,29.256949999999996
239,89.05999999999999,6.08,30.550616666666635
240,94.49000000000001,6.08,29.752691666666735
241,92.8,6.08,30.356725000000004
242,88.33,6.08,31.131800000000034
243,90.01000000000002,6.08,31.048074999999958
244,93.1,6.08,31.46325833333338
245,85.07000000000001,6.08,31.376666666666726
246,95.41,6.08,31.70399166666666
247,87.57000000000001,6.08,30.251633333333363
248,85.82,6.08,29.629766666666704
249,85.06,6.08,29.179491666666678
250,95.77,6.08,31.074899999999975
251,91.21000000000001,6.08,30.398341666666692
252,89.28,6.08,31.518008333333395
253,85.0,6.08,30.77492500000001
254,95.97999999999999,6.08,30.057491666666664
255,83.51,6.08,28.61343333333332
256,85.55999999999999,6.08,30.154108333333333
